2025,draft,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
90,90,DET,Russell Davis,Virginia Tech,,,,,,,,,,,,,,,,,
91,91,GSW,Dwayne Barnett,Stanford,,,,,,,,,,,,,,,,,
92,92,MIL,Phil Spence,NC State,,,,,,,,,,,,,,,,,
93,93,NYK,Joe Jones,Grambling State University,,,,,,,,,,,,,,,,,
94,94,NOJ,Bernard Tomlin,Hofstra,,,,,,,,,,,,,,,,,
95,95,LAL,Ed Schweitzer,Stanford,,,,,,,,,,,,,,,,,
96,96,HOU,Robert Paige,Houston Baptist University,,,,,,,,,,,,,,,,,
97,97,PHO,Carl Brown,Eastern Kentucky University,,,,,,,,,,,,,,,,,
98,98,SEA,Daryl Peterson,Wake Forest,,,,,,,,,,,,,,,,,
99,99,PHI,Mike Dunleavy,South Carolina,11,438,8428,3496,689,1723,0.467,,0.81,19.2,8,1.6,3.9,16.1,0.092,-0.7,2.9
100,100,BUF,Danny Odums,Fairfield,,,,,,,,,,,,,,,,,
101,101,WSB,Pat Tallent,George Washington,,,,,,,,,,,,,,,,,
102,102,CLE,Harry Davis,Morris Brown College,,,,,,,,,,,,,,,,,
103,103,BOS,Art Collins,St. Thomas University,1,29,395,94,41,25,0.354,0,0.667,13.6,3.2,1.4,0.9,-0.4,-0.054,-5.8,-0.4
104,104,GSW,Gene Cunningham,Norfolk State,,,,,,,,,,,,,,,,,
,,,Round 7,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
105,105,CHI,Barry McLeod,Centenary (LA),,,,,,,,,,,,,,,,,
106,106,ATL,Carl Gerlach,Kansas State,,,,,,,,,,,,,,,,,
107,107,KCK,Craig Prosser,Canisius,,,,,,,,,,,,,,,,,
108,108,DET,Curt Peterson,University of Puget Sound,,,,,,,,,,,,,,,,,
109,109,POR,Al DeWitt,Weber State,,,,,,,,,,,,,,,,,
110,110,NYK,Boyd Batts,UNLV,,,,,,,,,,,,,,,,,
111,111,NOJ,Andy Walker,Niagara University,1,40,438,180,75,32,0.462,,0.766,11,4.5,1.9,0.8,0.7,0.081,-1.1,0.1
112,112,MIL,Ron Barrow,Southern University and A&M College,,,,,,,,,,,,,,,,,
113,113,LAL,Tommie Lipsey,UCLA,,,,,,,,,,,,,,,,,
114,114,HOU,Barry Davis,Texas A&M,,,,,,,,,,,,,,,,,
115,115,PHO,Brad Warble,Eastern Illinois University,,,,,,,,,,,,,,,,,
116,116,SEA,Mark Klein,Malone College,,,,,,,,,,,,,,,,,
117,117,PHI,Phil Walker,Millersville,1,40,384,178,52,54,0.354,,0.667,9.6,4.5,1.3,1.4,-0.4,-0.045,-4.6,-0.3
118,118,BUF,Frank Jones,Tennessee Technological University,,,,,,,,,,,,,,,,,
119,119,WSB,Ralph Vallot,Loyola Chicago,,,,,,,,,,,,,,,,,
120,120,CLE,Johnny Britt,Western Kentucky,,,,,,,,,,,,,,,,,
121,121,BOS,Ralph Drollinger,UCLA,1,6,67,15,19,14,0.5,,0.25,11.2,2.5,3.2,2.3,-0.2,-0.117,-4.1,-0.1
122,122,GSW,Jesse Campbell,Mercyhurst College,,,,,,,,,,,,,,,,,
,,,Round 8,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
123,123,CLE,Dale Koehler,Wisconsin,,,,,,,,,,,,,,,,,
124,124,ATL,Doug Terry,Utah,,,,,,,,,,,,,,,,,
125,125,KCK,Mike Davis,Bradley,,,,,,,,,,,,,,,,,
126,126,DET,Randy Henry,Illinois State,,,,,,,,,,,,,,,,,
127,127,POR,Brant Gibler,University of Puget Sound,,,,,,,,,,,,,,,,,
128,128,NOJ,Richard Bryant,Texas State University,,,,,,,,,,,,,,,,,
129,129,MIL,Bob Warner,University of Maine,,,,,,,,,,,,,,,,,
130,130,NYK,Rick McCutcheon,Arizona State,,,,,,,,,,,,,,,,,
131,131,LAL,Ed Gregg,Utah State University,,,,,,,,,,,,,,,,,
132,132,HOU,Dan Krueger,Texas,,,,,,,,,,,,,,,,,
133,133,PHO,Tom DeBerry,Northern Arizona University,,,,,,,,,,,,,,,,,
134,134,SEA,Norton Barnhill,Washington State,1,4,10,4,3,1,0.333,,,2.5,1,0.8,0.3,0,-0.198,-5.3,0
135,135,PHI,Lee Dixon,Hardin-Simmons University,,,,,,,,,,,,,,,,,
136,136,BUF,Mark McAndrew,Providence,,,,,,,,,,,,,,,,,
137,137,WSB,Merlin Wilson,Georgetown,,,,,,,,,,,,,,,,,
138,138,CLE,Tim Sisneros,Middle Tennessee,,,,,,,,,,,,,,,,,
139,139,BOS,John Clark,Northeastern University,,,,,,,,,,,,,,,,,
140,140,GSW,Stan Boskovich,West Virginia,,,,,,,,,,,,,,,,,
,,,Round 9,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
141,141,CHI,John Thomas,UConn,,,,,,,,,,,,,,,,,
142,142,ATL,Bob Kovach,San Diego State,,,,,,,,,,,,,,,,,
143,143,KCK,Dave Logan,Colorado,,,,,,,,,,,,,,,,,
144,144,DET,Bill Martin,Hartwick College,,,,,,,,,,,,,,,,,
145,145,POR,Rob Torresdal,Linfield College,,,,,,,,,,,,,,,,,
146,146,MIL,Bennie Shaw,Central Florida,,,,,,,,,,,,,,,,,
147,147,NYK,Archie Talley,Salem University,,,,,,,,,,,,,,,,,
148,148,NOJ,Calvin Robinson,Mississippi Valley State University,,,,,,,,,,,,,,,,,
149,149,LAL,David Pickett,Louisiana-Monroe,,,,,,,,,,,,,,,,,
150,150,PHO,John Irving,Hofstra,,,,,,,,,,,,,,,,,
151,151,SEA,Ron Johnson,North Carolina A&T,,,,,,,,,,,,,,,,,
152,152,PHI,Fly Williams,Austin Peay State University,,,,,,,,,,,,,,,,,
153,153,BUF,Bob Rozyczko,St. Bonaventure,,,,,,,,,,,,,,,,,
154,154,WSB,Clyde Agnew,Newberry College,,,,,,,,,,,,,,,,,
155,155,CLE,Bruce Parkinson,Purdue,,,,,,,,,,,,,,,,,
156,156,BOS,Bill Collins,Boston College,,,,,,,,,,,,,,,,,
157,157,GSW,Howard Smith,San Francisco,,,,,,,,,,,,,,,,,
,,,Round 10,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
158,158,CHI,John Hudson,Concord University,,,,,,,,,,,,,,,,,
159,159,ATL,Mike Dickerson,South Florida,,,,,,,,,,,,,,,,,
160,160,KCK,Terry Bailey,University of North Texas,,,,,,,,,,,,,,,,,
161,161,DET,Bob Johnson,Wisconsin,,,,,,,,,,,,,,,,,
162,162,POR,Marcos Leite,Pepperdine,,,,,,,,,,,,,,,,,
163,163,NYK,Gene Shy,Florida,,,,,,,,,,,,,,,,,
164,164,NOJ,Art Johnson,Iowa State,,,,,,,,,,,,,,,,,
165,165,MIL,Hugo Cabrera,,,,,,,,,,,,,,,,,,
166,166,PHO,Gary Jackson,Arizona State,,,,,,,,,,,,,,,,,
167,167,SEA,Ricky Lewis,Alcorn State,,,,,,,,,,,,,,,,,
168,168,PHI,Ed Stefanski,Penn,,,,,,,,,,,,,,,,,
169,169,BUF,Tim Stokes,Canisius,,,,,,,,,,,,,,,,,
170,170,WSB,Mike Buescher,Seton Hall,,,,,,,,,,,,,,,,,
171,171,CLE,Elisha McSweeney,"Minnesota State University, Mankato",,,,,,,,,,,,,,,,,
172,172,BOS,Otho Tucker,Illinois,,,,,,,,,,,,,,,,,
173,173,GSW,Ken Smith,San Diego State,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,ATL,David Thompson,NC State,8,509,16305,11264,1921,1631,0.504,,0.778,32,22.1,3.8,3.2,50.8,0.15,2.1,16.8
2,2,LAL,Dave Meyers,UCLA,4,281,7471,3149,1771,652,0.461,,0.676,26.6,11.2,6.3,2.3,13.4,0.086,-0.7,2.4
3,3,ATL,Marvin Webster,Morgan State University,9,579,12966,4137,4044,722,0.489,,0.617,22.4,7.1,7,1.2,28.1,0.104,-0.1,6.2
4,4,PHO,Alvan Adams,Oklahoma,13,988,27203,13910,6937,4012,0.498,,0.788,27.5,14.1,7,4.1,73.5,0.13,2.8,33
5,5,PHI,Darryl Dawkins,,14,726,17235,8733,4432,917,0.572,,0.685,23.7,12,6.1,1.3,46.4,0.129,-0.2,7.8
6,6,POR,Lionel Hollins,Arizona State,10,673,18453,7809,1601,3006,0.444,,0.741,27.4,11.6,2.4,4.5,22.9,0.059,-1.4,3.1
7,7,NOJ,Rich Kelley,Stanford,11,814,17711,6199,5678,2092,0.488,,0.783,21.8,7.6,7,2.6,42.5,0.115,0.8,12.6
8,8,LAL,Junior Bridgeman,Louisville,12,849,21257,11517,2995,2066,0.475,,0.846,25,13.6,3.5,2.4,45,0.102,-0.4,8.3
9,9,NYK,Gene Short,Jackson State University,1,34,222,84,48,10,0.352,,0.625,6.5,2.5,1.4,0.3,-0.1,-0.025,-5,-0.2
10,10,KCK,Bill Robinzine,DePaul,7,529,11432,5541,3209,560,0.482,,0.749,21.6,10.5,6.1,1.1,23.3,0.098,-1.8,0.5
11,11,HOU,Joe Meriweather,Southern Illinois,10,670,14807,5439,3764,603,0.511,,0.687,22.1,8.1,5.6,0.9,27.6,0.09,-1.7,1.2
12,12,SEA,Frank Oleynick,Seattle University,2,102,1166,508,90,113,0.386,,0.708,11.4,5,0.9,1.1,-0.1,-0.005,-4.8,-0.8
13,13,KCK,Bob Bigelow,Penn,4,94,762,234,111,42,0.414,,0.732,8.1,2.5,1.2,0.4,0.5,0.029,-3.3,-0.2
14,14,GSW,Joe Bryant,La Salle,8,606,12845,5252,2441,1049,0.45,,0.743,21.2,8.7,4,1.7,12.9,0.048,-2.2,-0.7
15,15,CLE,John Lambert,USC,7,446,5564,1688,1493,248,0.428,,0.693,12.5,3.8,3.3,0.6,6.9,0.06,-3.1,-1.5
16,16,PHO,Ricky Sobers,UNLV,11,821,22992,10902,2132,3525,0.459,,0.843,28,13.3,2.6,4.3,32,0.067,-1.3,4.1
17,17,BOS,Tom Boswell,South Carolina,6,366,7046,2821,1709,591,0.533,,0.724,19.3,7.7,4.7,1.6,15.2,0.104,-1.1,1.6
18,18,WSB,Kevin Grevey,Kentucky,10,672,15246,7364,1594,1247,0.437,,0.817,22.7,11,2.4,1.9,26.5,0.083,-1.2,2.9
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
19,19,ATL,Bill Willoughby,,8,488,8647,2930,1891,413,0.47,,0.75,17.7,6,3.9,0.8,13.3,0.074,-1.5,1.2
20,20,GSW,Gus Williams,USC,11,825,25645,14093,2222,4597,0.461,,0.756,31.1,17.1,2.7,5.6,67.9,0.127,2.9,31.8
21,21,SEA,Bruce Seals,Xavier University of Louisiana,3,235,5734,2422,1087,293,0.435,,0.675,24.4,10.3,4.6,1.2,7,0.058,-2.8,-1.2
22,22,MIL,Clyde Mayes,Furman University,2,74,1000,297,279,40,0.446,,0.567,13.5,4,3.8,0.5,0.9,0.044,-3.7,-0.5
23,23,PHI,World B. Free,Guilford College,13,886,26893,17955,2430,3319,0.456,,0.753,30.4,20.3,2.7,3.7,67.7,0.121,1.2,22
24,24,MIL,Cornelius Cash,Bowling Green,1,6,49,21,16,1,0.391,,0.5,8.2,3.5,2.7,0.2,0,-0.01,-4.6,-0.1
25,25,POR,Bob Gross,Cal State Long Beach,8,513,12575,4567,2253,1481,0.512,,0.798,24.5,8.9,4.4,2.9,30.7,0.117,1.8,12.2
26,26,NYK,Ticky Burden,Utah,2,63,623,349,66,63,0.421,,0.6,9.9,5.5,1,1,0,-0.002,-3.1,-0.2
27,27,DET,Walter Luckett,Ohio University,,,,,,,,,,,,,,,,,
28,28,CLE,Dan Roundfield,Central Michigan University,11,746,23443,11318,7243,1620,0.485,,0.738,31.4,15.2,9.7,2.2,65.2,0.134,1.4,20
29,29,HOU,Jim Blanks,Gardner-Webb University,,,,,,,,,,,,,,,,,
30,30,CHI,Steve Green,Indiana,3,153,1632,705,300,97,0.438,,0.704,10.7,4.6,2,0.6,2.2,0.065,-2.8,-0.3
31,31,KCK,Glenn Hansen,LSU,3,112,1447,588,247,93,0.412,,0.725,12.9,5.3,2.2,0.8,1,0.034,-2.9,-0.4
32,32,CHI,John Laskowski,Indiana,2,118,2132,832,282,99,0.398,,0.76,18.1,7.1,2.4,0.8,2,0.046,-1.9,0
33,33,CLE,Mel Utley,St. John's,,,,,,,,,,,,,,,,,
34,34,NYK,Larry Fogle,Canisius,1,2,14,2,3,0,0.2,,,7,1,1.5,0,0,-0.163,-5.1,0
35,35,PHO,Allen Murphy,Louisville,1,2,18,5,4,0,0.2,,0.429,9,2.5,2,0,-0.1,-0.229,-5.7,-0.1
36,36,PHO,Jimmy Conner,Kentucky,,,,,,,,,,,,,,,,,
,,,Round 3,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
37,37,NOJ,Rudy Hackett,Syracuse,1,6,46,14,13,3,0.3,,0.571,7.7,2.3,2.2,0.5,0,-0.024,-4.4,-0.1
38,38,NOJ,Jim McElroy,Central Michigan University,7,418,10178,4120,820,1462,0.468,,0.764,24.3,9.9,2,3.5,14,0.066,-1.1,2.2
39,39,PHI,Jimmie Baker,Hawaii,,,,,,,,,,,,,,,,,
40,40,GSW,Otis Johnson,Stetson University,,,,,,,,,,,,,,,,,
41,41,PHI,Charles Cleveland,Alabama,,,,,,,,,,,,,,,,,
42,42,POR,Tom Roy,Maryland,,,,,,,,,,,,,,,,,
43,43,MIL,Brian Hammel,Bentley College,,,,,,,,,,,,,,,,,
44,44,DET,Pete Trgovich,UCLA,,,,,,,,,,,,,,,,,
45,45,CLE,Ted Hathaway,Cleveland State University,,,,,,,,,,,,,,,,,
46,46,NYK,John Ramsay,Seton Hall,,,,,,,,,,,,,,,,,
47,47,HOU,Rudy White,Arizona State,5,124,1185,384,120,112,0.408,,0.742,9.6,3.1,1,0.9,0.2,0.008,-3.3,-0.4
48,48,WSB,Tom Kropp,University of Nebraska at Kearney,2,78,552,193,62,47,0.44,,0.702,7.1,2.5,0.8,0.6,0.5,0.042,-3.5,-0.3
49,49,KCK,Bob Guyette,Kentucky,,,,,,,,,,,,,,,,,
50,50,POR,Gus Gerard,Virginia,5,280,3524,1607,719,224,0.436,,0.649,12.6,5.7,2.6,0.8,5.3,0.072,-1.4,0.6
51,51,GSW,Bubbles Hawkins,Illinois State,4,103,2005,1313,240,150,0.453,,0.704,19.5,12.7,2.3,1.5,3,0.072,0.4,1.4
52,52,BUF,George Bucci,Manhattan University,,,,,,,,,,,,,,,,,
53,53,BOS,Jerome Anderson,West Virginia,2,49,290,127,25,16,0.49,,0.694,5.9,2.6,0.5,0.3,0.4,0.068,-3.4,-0.1
54,54,PHO,Bayard Forrest,Grand Canyon University,2,139,2130,569,565,296,0.449,,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.7,0.7
,,,Round 4,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
55,55,NOJ,Mack Coleman,Houston Baptist University,,,,,,,,,,,,,,,,,
56,56,LAL,C.J. Kupec,Michigan,3,147,1589,606,313,108,0.427,,0.772,10.8,4.1,2.1,0.7,1.8,0.053,-3.1,-0.5
57,57,ATL,Monte Towe,NC State,1,51,409,130,34,87,0.406,,0.72,8,2.5,0.7,1.7,0.1,0.013,-4.5,-0.3
58,58,PHO,Sam McCants,Oral Roberts,,,,,,,,,,,,,,,,,
59,59,PHI,Louis Dunbar,Houston,,,,,,,,,,,,,,,,,
60,60,MIL,Bill Campion,Manhattan University,,,,,,,,,,,,,,,,,
61,61,POR,Phil Hicks,Tulane,2,57,390,132,94,32,0.447,,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.7,-0.1
62,62,CLE,Eric Fernsten,San Francisco,6,218,1643,517,372,82,0.445,,0.675,7.5,2.4,1.7,0.4,3.3,0.098,-0.7,0.6
63,63,NYK,David Vaughn,Oral Roberts,,,,,,,,,,,,,,,,,
64,64,DET,Lindsay Hairston,Michigan State,1,47,651,273,179,21,0.456,,0.58,13.9,5.8,3.8,0.4,1,0.075,-1.7,0.1
65,65,HOU,Ken Smith,Tulsa,,,,,,,,,,,,,,,,,
66,66,SEA,Jim Moore,Utah State University,,,,,,,,,,,,,,,,,
67,67,KCK,Kevin Cluess,St. John's,,,,,,,,,,,,,,,,,
68,68,CHI,Ron Haigler,Penn,,,,,,,,,,,,,,,,,
69,69,GSW,Billy Taylor,La Salle,,,,,,,,,,,,,,,,,
70,70,BUF,Bob Fleischer,Duke,,,,,,,,,,,,,,,,,
71,71,WSB,Fessor Leonard,Furman University,,,,,,,,,,,,,,,,,
72,72,BOS,Cyrus Mann,Illinois State,,,,,,,,,,,,,,,,,
,,,Round 5,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
73,73,NOJ,Andre Hampton,Kentucky State University,,,,,,,,,,,,,,,,,
74,74,LAL,Charles Russell,Alabama,,,,,,,,,,,,,,,,,
75,75,ATL,Wilbur Holland,New Orleans,4,276,8171,3760,842,922,0.452,,0.799,29.6,13.6,3.1,3.3,14,0.082,-0.4,3.3
76,76,PHO,Joe Pace,Coppin State University,2,79,557,255,168,27,0.467,,0.598,7.1,3.2,2.1,0.3,1.1,0.092,-2.1,0
77,77,PHI,Ken Tyler,Gonzaga,,,,,,,,,,,,,,,,,
78,78,POR,Maurice Presley,Houston,,,,,,,,,,,,,,,,,
79,79,CLE,Jim Lee,Syracuse,,,,,,,,,,,,,,,,,
80,80,NYK,Don Washington,UNC,,,,,,,,,,,,,,,,,
81,81,DET,Cliff Pratt,Shaw,,,,,,,,,,,,,,,,,
82,82,CLE,Mike Odemns,Western Kentucky,,,,,,,,,,,,,,,,,
83,83,HOU,Rick Whitlow,Illinois State,,,,,,,,,,,,,,,,,
84,84,SEA,Dwain Govan,Bishop College,,,,,,,,,,,,,,,,,
85,85,KCK,Ed Stahl,UNC,,,,,,,,,,,,,,,,,
86,86,CHI,Bob Iverson,University of North Texas,,,,,,,,,,,,,,,,,
87,87,GSW,Larry Pounds,Washington,,,,,,,,,,,,,,,,,
88,88,BUF,Sam Berry,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,
89,89,BOS,Darryl Brown,Fordham,,,,,,,,,,,,,,,,,
90,90,WSB,Rich Jones,VCU,,,,,,,,,,,,,,,,,
,,,Round 6,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
91,91,NOJ,Rick Schmidt,Illinois,,,,,,,,,,,,,,,,,
92,92,LAL,Don Ford,UC Santa Barbara,7,474,9301,3016,1691,647,0.464,,0.773,19.6,6.4,3.6,1.4,12.7,0.066,-1.8,0.4
93,93,ATL,Danny Williams,Ole Miss,,,,,,,,,,,,,,,,,
94,94,PHO,Biff Burrell,USC,,,,,,,,,,,,,,,,,
95,95,PHI,Ken Alston,Valdosta State University,,,,,,,,,,,,,,,,,
96,96,MIL,Oliver Purnell,Old Dominion,,,,,,,,,,,,,,,,,
97,97,POR,Gerald Willett,Oregon,,,,,,,,,,,,,,,,,
98,98,DET,Allen Spruill,North Carolina A&T,,,,,,,,,,,,,,,,,
99,99,CLE,Henry Ward,Jackson State University,1,27,171,83,33,6,0.378,,0.882,6.3,3.1,1.2,0.2,-0.1,-0.023,-6.1,-0.2
100,100,NYK,Hank Williams,Jacksonville University,,,,,,,,,,,,,,,,,
101,101,HOU,William Johnson,Texas Tech,,,,,,,,,,,,,,,,,
102,102,SEA,Larry Smith,North Carolina A&T,,,,,,,,,,,,,,,,,
103,103,KCK,Clint Chapman,USC,,,,,,,,,,,,,,,,,
104,104,CHI,Bill Andreas,Ohio State,,,,,,,,,,,,,,,,,
105,105,GSW,Tony Styles,San Francisco,,,,,,,,,,,,,,,,,
106,106,BUF,George Jackson,UNC Charlotte,,,,,,,,,,,,,,,,,
107,107,WSB,John Garrett,Purdue,,,,,,,,,,,,,,,,,
108,108,BOS,Rick Coleman,Jacksonville University,,,,,,,,,,,,,,,,,
,,,Round 7,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
109,109,NOJ,Bill Higgins,Ashland University,,,,,,,,,,,,,,,,,
110,110,LAL,Rick Suttle,Kansas,,,,,,,,,,,,,,,,,
111,111,ATL,Gus Johnson,Winona State University,,,,,,,,,,,,,,,,,
112,112,PHO,Dave Edmonds,West Georgia,,,,,,,,,,,,,,,,,
113,113,PHI,Mike Flynn,Kentucky,2,144,2279,896,304,321,0.44,,0.653,15.8,6.2,2.1,2.2,2.6,0.054,-0.9,0.6
114,114,POR,Steve Fields,Miami University,,,,,,,,,,,,,,,,,
115,115,MIL,Wilbur Thomas,American University,,,,,,,,,,,,,,,,,
116,116,CLE,Shawn Leftwich,Jacksonville University,,,,,,,,,,,,,,,,,
117,117,NYK,Pete Davis,Michigan State,,,,,,,,,,,,,,,,,
118,118,DET,Ike Williams,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,
119,119,HOU,Nate Barnett,University of Akron,,,,,,,,,,,,,,,,,
120,120,SEA,Hollis Miller,Drury University,,,,,,,,,,,,,,,,,
121,121,KCK,Wayne Croft,Clemson,,,,,,,,,,,,,,,,,
122,122,CHI,John Grochowalski,Assumption College,,,,,,,,,,,,,,,,,
123,123,GSW,Stan Boyer,Wyoming,,,,,,,,,,,,,,,,,
124,124,BUF,Mike Franklin,Cincinnati,,,,,,,,,,,,,,,,,
125,125,BOS,Al Boswell,Oral Roberts,,,,,,,,,,,,,,,,,
126,126,WSB,Fletcher Johnson,Randolph-Macon College,,,,,,,,,,,,,,,,,
,,,Round 8,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
127,127,NOJ,Harvey Carmichael,Kentucky State University,,,,,,,,,,,,,,,,,
128,128,LAL,Mike Cashman,Willamette University,,,,,,,,,,,,,,,,,
129,129,ATL,Oscar Jackson,Duquesne,,,,,,,,,,,,,,,,,
130,130,PHO,Jack Schrader,Arizona State,,,,,,,,,,,,,,,,,
131,131,PHI,Freeman Blade,"Montana State University, Billings",,,,,,,,,,,,,,,,,
132,132,MIL,Bob McCurdy,Richmond,,,,,,,,,,,,,,,,,
133,133,POR,Charlie Neal,Oregon State,,,,,,,,,,,,,,,,,
134,134,NYK,Jerry Homan,Marquette,,,,,,,,,,,,,,,,,
135,135,DET,John Kelley,Dillard University,,,,,,,,,,,,,,,,,
136,136,CLE,Andre McCarter,UCLA,3,103,1182,392,95,172,0.431,,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-2.5,-0.2
137,137,HOU,Leon Johnson,Centenary (LA),,,,,,,,,,,,,,,,,
138,138,SEA,Ken McKenzie,Montana,,,,,,,,,,,,,,,,,
139,139,KCK,Jim Bostic,New Mexico State,1,4,48,26,16,3,0.545,,0.4,12,6.5,4,0.8,0.1,0.144,-2.7,0
140,140,CHI,John Murphy,UMass,,,,,,,,,,,,,,,,,
141,141,GSW,Mike Rozenski,Saint Mary's,,,,,,,,,,,,,,,,,
142,142,BUF,Allan Jones,Pepperdine,,,,,,,,,,,,,,,,,
143,143,WSB,Bruce Hamming,Augustana College (IL),,,,,,,,,,,,,,,,,
144,144,BOS,Roger Morningstar,Kansas,,,,,,,,,,,,,,,,,
,,,Round 9,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
145,145,NOJ,Fred Stokes,Barber-Scotia College,,,,,,,,,,,,,,,,,
146,146,ATL,Dave Schlesser,Morningside College,,,,,,,,,,,,,,,,,
147,147,PHO,Owen Brown,Maryland,,,,,,,,,,,,,,,,,
148,148,PHI,Larry Haralson,Drake University,,,,,,,,,,,,,,,,,
149,149,POR,Quentin Braxton,University of Portland,,,,,,,,,,,,,,,,,
150,150,MIL,Eric Hays,Montana,,,,,,,,,,,,,,,,,
151,151,DET,Terry Thomas,Detroit Mercy,1,28,136,77,36,3,0.431,,0.724,4.9,2.8,1.3,0.1,0.2,0.082,-3.7,-0.1
152,152,CLE,Skip Howard,Bowling Green,,,,,,,,,,,,,,,,,
153,153,NYK,Tim van Blommesteyn,Princeton,,,,,,,,,,,,,,,,,
154,154,HOU,Steve Strother,Providence,,,,,,,,,,,,,,,,,
155,155,SEA,Rich Haws,Utah State University,,,,,,,,,,,,,,,,,
156,156,CHI,Gary Tomaszewski,St. Mary's University,,,,,,,,,,,,,,,,,
157,157,GSW,Scott Trobbe,Stanford,,,,,,,,,,,,,,,,,
158,158,BUF,George Rautins,Niagara University,,,,,,,,,,,,,,,,,
159,159,BOS,Robert Rhodes,Albany State University,,,,,,,,,,,,,,,,,
160,160,WSB,Doug Brookins,Creighton,,,,,,,,,,,,,,,,,
,,,Round 10,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
161,161,NOJ,Aleksander Belov,,,,,,,,,,,,,,,,,,
162,162,ATL,Vic Kelly,Hawaii,,,,,,,,,,,,,,,,,
163,163,PHO,Mike Moon,Arizona State,,,,,,,,,,,,,,,,,
164,164,PHI,Ric Reed,Azusa Pacific University,,,,,,,,,,,,,,,,,
165,165,MIL,Romie Thomas,University of Wisconsin-Eau Claire,,,,,,,,,,,,,,,,,
166,166,POR,Tyree Foster,University of Portland,,,,,,,,,,,,,,,,,
167,167,CLE,Eric Anderson,Macalester College,,,,,,,,,,,,,,,,,
