Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,"VORP
▼",Awards
1,Nikola Jokić,30,DEN,C,22,22,768,35.5,0.716,0.286,0.429,10.8,28.3,20.1,49.4,1.9,2.1,14.5,29.1,5.1,1.1,6.2,0.385,12.3,4.1,16.4,3.6,
2,Shai Gilgeous-Alexander,27,OKC,PG,23,23,767,33.6,0.686,0.258,0.527,1.7,13.3,7.9,33.6,2.1,2.1,6.6,33.3,4.6,1.6,6.2,0.391,10.2,3.1,13.4,2.9,
3,Tyrese Maxey,25,PHI,PG,22,22,878,23.4,0.604,0.412,0.33,0.9,11.9,6.4,30.2,2.1,2,9.1,30.3,2.5,1,3.5,0.193,5.8,0.7,6.5,1.9,
4,Luka Dončić,26,LAL,PG,16,16,591,29.5,0.627,0.473,0.522,2.8,25.3,14.5,41.9,2.1,1.5,13.3,38,2.1,0.7,2.8,0.23,8.4,1.1,9.5,1.7,
5,Mikal Bridges,29,NYK,SF,22,22,756,19.8,0.656,0.462,0.136,4,11,7.3,16.8,2.9,3.5,7,16.6,2.2,1.1,3.3,0.209,3.9,2.5,6.4,1.6,
6,Donovan Mitchell,29,CLE,SG,22,22,752,24.5,0.642,0.489,0.317,2.8,12.8,7.7,28.5,2,0.7,12.7,33,2,0.8,2.9,0.182,6.5,0,6.5,1.6,
7,Giannis Antetokounmpo,31,MIL,PF,17,17,495,34.9,0.669,0.078,0.568,13.1,26.6,20,42.1,1.6,3.1,13.2,37.6,2.2,0.6,2.9,0.278,8.7,2.2,10.9,1.6,
8,Alperen Şengün,23,HOU,C,19,19,682,22.6,0.582,0.163,0.408,9.3,18.7,14.1,29.6,1.8,2.7,14.1,26.5,1.9,1.1,3,0.211,4.7,2,6.7,1.5,
9,Deni Avdija,25,POR,SF,23,23,793,21.5,0.632,0.408,0.602,3.7,19.4,11.2,29.1,0.8,1.6,14.7,28,2.3,0.6,2.8,0.17,5.2,0,5.2,1.5,
10,Jalen Johnson,24,ATL,SF,21,21,735,23,0.63,0.255,0.379,4.4,28.1,16.4,33.7,2.1,1,15.2,26.2,1.6,1.2,2.9,0.186,3.9,1.8,5.6,1.4,
11,Austin Reaves,27,LAL,SG,19,19,696,25.4,0.69,0.46,0.578,2.5,15.1,9.1,29.6,1.5,0.3,13.9,29.2,2.9,0.5,3.3,0.23,6.5,-0.6,5.9,1.4,
12,Scottie Barnes,24,TOR,PF,24,24,807,20.7,0.598,0.24,0.251,7.2,18.9,13.1,23.3,2,4.9,12.8,24.2,1.4,1.4,2.7,0.162,2.8,2.1,4.9,1.4,
13,Cade Cunningham,24,DET,PG,20,20,734,22,0.561,0.292,0.375,4.4,14.5,9.5,39.6,2,2.1,13.8,31.9,1.4,1.1,2.5,0.164,4.6,0.8,5.4,1.4,
14,James Harden,36,LAC,PG,22,22,774,23,0.626,0.563,0.479,1.8,15.8,8.9,39.6,1.5,1.1,15.8,31.2,2,0.4,2.4,0.15,6,-0.9,5.1,1.4,
15,Jimmy Butler,36,GSW,SF,20,20,617,24.2,0.653,0.177,0.667,7.9,12,9.9,25.7,2.4,0.7,8.3,22.3,2.6,0.8,3.4,0.262,5.1,1.3,6.4,1.3,
16,Julius Randle,31,MIN,PF,22,22,739,21.4,0.616,0.319,0.423,5.4,19.1,12.4,26.8,1.5,0.5,12.8,26.7,2,0.9,2.8,0.185,3.7,0.3,4,1.1,
17,Anthony Edwards,24,MIN,SG,18,18,612,22.8,0.633,0.432,0.356,2.8,12.2,7.6,19.1,1.7,2,11.7,31.9,1.4,0.7,2.1,0.162,5.4,-0.2,5.2,1.1,
18,Franz Wagner,24,ORL,SF,23,23,794,20.1,0.598,0.262,0.434,4.9,15.1,10,17.3,1.6,1,8.7,25.9,1.8,1,2.9,0.173,3,0.4,3.4,1.1,
19,Jamal Murray,28,DEN,PG,21,21,736,21.9,0.635,0.411,0.227,1.6,12.4,7.4,28.6,1.5,0.9,11.3,26.6,2.2,0.5,2.8,0.18,5.3,-1.6,3.7,1.1,
20,Reed Sheppard,21,HOU,SG,20,4,502,17.9,0.606,0.573,0.102,1.4,12.3,7,18.5,3.3,2.1,10.4,19.7,1.1,0.9,2,0.191,3.2,3,6.1,1,
21,Jaylen Brown,29,BOS,SF,22,22,735,23,0.586,0.275,0.323,3.4,16.8,10.1,25.3,1.7,1.1,12.7,36.5,1.3,0.8,2.1,0.135,4,-0.5,3.5,1,
22,Evan Mobley,24,CLE,PF,23,23,783,19,0.584,0.306,0.404,7.7,21.5,14.5,18.1,1.4,4.7,12.8,22.6,1.1,1.2,2.2,0.137,1.8,1.1,2.9,1,
23,Stephen Curry,37,GSW,PG,16,16,497,22.8,0.641,0.619,0.277,1.1,12,6.5,24.6,2,1.6,12.6,33.9,0.9,0.6,1.5,0.143,6,-0.3,5.7,1,
24,Josh Giddey,23,CHI,PG,20,20,682,20.1,0.585,0.305,0.414,4.3,25.4,15.2,39.5,1.4,1,17.3,25.7,1,0.7,1.7,0.122,2.9,0.6,3.5,0.9,
25,Lauri Markkanen,28,UTA,PF,22,22,773,21.4,0.613,0.426,0.349,6.7,13.8,10.2,9.8,1.1,1,5,27.6,2.3,0.1,2.4,0.148,5.3,-2.4,2.9,0.9,
26,Derrick White,31,BOS,SG,22,22,726,16.8,0.519,0.582,0.179,2.9,10.8,6.8,22.3,2.3,3.8,8.8,23.5,0.9,0.8,1.8,0.117,2.2,0.7,2.9,0.9,
27,Karl-Anthony Towns,30,NYK,C,22,22,729,21.8,0.601,0.343,0.418,10,30.7,19.9,14.9,1.2,2.3,12.2,26.8,1.8,1.1,2.9,0.19,2.9,0,2.9,0.9,
28,Victor Wembanyama,22,SAS,C,12,12,416,25.7,0.609,0.262,0.38,6.6,34.8,20.9,18.8,1.5,9.3,14.3,30.7,0.6,0.9,1.6,0.182,3.1,3.5,6.6,0.9,
29,Norman Powell,32,MIA,SG,18,18,553,20.8,0.66,0.42,0.389,1.2,10.6,6.1,12.4,1.7,0.8,9.5,27.9,1.3,0.7,2,0.17,3.9,0.5,4.4,0.9,
30,Michael Porter Jr.,27,BRK,SF,18,18,591,21.5,0.616,0.485,0.259,3.9,23.7,13.2,19.1,1.3,0.6,9.5,29.7,1,0.3,1.4,0.112,5,-1.1,3.9,0.9,
31,Jalen Brunson,29,NYK,PG,20,20,691,21.6,0.593,0.36,0.309,1.4,9,5.1,29.3,1.1,0.2,8.9,31.2,2.1,0.5,2.6,0.181,4.5,-1.5,3,0.9,
32,Collin Gillespie,26,PHO,PG,23,4,618,16.9,0.601,0.66,0.107,4,12.2,8,25.9,2.1,1.1,13.8,20,1.2,0.6,1.8,0.142,3.3,0.3,3.6,0.9,
33,Josh Hart,30,NYK,SF,21,7,612,16.9,0.613,0.443,0.24,6.8,23.1,14.6,23.5,2.1,1,17.9,16.8,1.2,0.9,2,0.159,1.7,1.7,3.4,0.8,
34,Pascal Siakam,31,IND,PF,22,22,752,19.9,0.566,0.265,0.391,4.9,17.8,11.1,21.8,1.7,1.3,9.1,29,0.9,0.7,1.6,0.104,3,-0.5,2.5,0.8,
35,Isaiah Hartenstein,27,OKC,C,19,19,528,21.2,0.678,0.027,0.336,13.9,27.8,21.3,17.1,2.2,2.9,18.6,17.3,1.3,1.4,2.7,0.247,1.5,2.7,4.2,0.8,
36,Immanuel Quickley,26,TOR,PG,24,24,774,16.4,0.593,0.516,0.196,1.5,13.6,7.6,27.5,1.8,0.1,11.3,20.8,1.2,0.9,2.2,0.133,1.9,0.2,2.1,0.8,
37,Kevin Durant,37,HOU,SF,18,18,640,19.8,0.62,0.267,0.395,1.1,14.2,7.8,16.8,1.5,1.8,12.7,26.9,1.6,0.9,2.5,0.186,2.5,0.4,2.9,0.8,
38,Kawhi Leonard,34,LAC,SF,13,13,413,25,0.617,0.324,0.286,2.2,18.1,10.3,18.3,3.1,1.2,8.7,31.5,0.9,0.4,1.3,0.151,5,0.3,5.3,0.8,
39,Jalen Suggs,24,ORL,PG,18,18,446,18.4,0.601,0.544,0.256,3.5,13.9,8.7,28.7,3.7,2.1,18.4,24.8,0.4,0.9,1.3,0.136,1.7,2.9,4.6,0.7,
40,Goga Bitadze,26,ORL,C,22,0,376,20.8,0.767,0.091,0.481,11.2,23,17.1,12.3,1.9,6.5,13,11.9,1.2,0.8,1.9,0.248,1.6,3.7,5.3,0.7,
41,Bam Adebayo,28,MIA,C,17,17,525,18.7,0.587,0.351,0.319,4.9,24.4,15,11.8,1.6,2.5,10.3,24.7,0.5,1,1.4,0.132,1.8,1.3,3.1,0.7,
42,Santi Aldama,25,MEM,PF,23,2,597,16.6,0.546,0.396,0.216,5.7,20.8,13.3,18.5,1.7,2.7,8.8,20.6,0.5,0.8,1.3,0.107,1.2,1.3,2.5,0.7,
43,Nic Claxton,26,BRK,C,22,22,665,19.1,0.601,0.054,0.502,10,19.4,14.4,22.9,1.2,4,11.7,18.1,1.5,0.4,1.9,0.141,1.2,0.8,2,0.7,
44,Cam Spencer,25,MEM,SG,23,1,478,17.4,0.677,0.641,0.235,1.3,9.4,5.4,27.3,1.6,0.4,12.6,18.7,1.2,0.4,1.6,0.16,3.1,0.5,3.6,0.7,
45,Jalen Duren,22,DET,C,20,20,581,24.2,0.696,0,0.646,16.2,26.2,21.3,9.7,1.3,3.2,16.6,22.9,1.7,1,2.7,0.224,2.5,0,2.5,0.7,
46,Chet Holmgren,23,OKC,PF,19,19,556,20,0.656,0.323,0.31,6.2,23,15.1,9,1,4.9,12.9,23.6,1,1.3,2.3,0.196,1.4,1.3,2.7,0.6,
47,Kristaps Porziņģis,30,ATL,C,13,12,337,23.6,0.631,0.395,0.413,6.3,17.5,11.9,18.4,0.8,5.7,5.7,26.3,1.1,0.4,1.5,0.219,4.2,1.2,5.4,0.6,
48,Devin Booker,29,PHO,SG,22,22,763,19.1,0.586,0.316,0.446,3.2,11.3,7.1,30.1,1.3,1,14.7,30.1,1.5,0.6,2.1,0.132,2.4,-1.2,1.2,0.6,
49,Trey Murphy III,25,NOP,SF,21,21,749,17.9,0.61,0.522,0.271,4.2,17.3,10.3,15.1,2.3,0.6,11.1,22.1,1.3,0.3,1.6,0.102,2.3,-1,1.2,0.6,
50,De'Aaron Fox,28,SAS,PG,14,14,461,21.3,0.612,0.363,0.347,3.2,9.4,6.3,32,2,0.8,14.6,30.8,1,0.5,1.4,0.148,4.1,-1,3.2,0.6,
51,Kel'el Ware,21,MIA,C,23,15,560,19.9,0.627,0.283,0.227,14,29.2,21.9,3.4,1.8,4.8,10.7,17.7,1,1.3,2.2,0.191,1.4,0.8,2.2,0.6,
52,Payton Pritchard,28,BOS,PG,23,23,739,17,0.571,0.565,0.154,3.7,10.9,7.3,21.7,1.2,0.3,8,21.9,1.7,0.5,2.2,0.143,2.3,-1.1,1.1,0.6,
53,Donte DiVincenzo,29,MIN,SG,22,22,694,14,0.611,0.775,0.216,2.9,10.9,7,15.5,1.7,1.3,10.6,17.2,1.1,0.7,1.9,0.13,1.1,0.3,1.3,0.6,
54,Keldon Johnson,26,SAS,SF,22,0,537,19.3,0.652,0.302,0.323,9.1,20.6,14.9,10.7,1.5,0.5,9.5,19.1,1.4,0.6,2,0.182,2.3,-0.1,2.2,0.6,
55,Amen Thompson,23,HOU,PG,20,20,722,16.7,0.551,0.143,0.3,7.8,13.9,10.9,19.7,1.8,1.3,13.3,21.4,1.2,1,2.2,0.145,0.4,0.7,1.1,0.6,
56,Jerami Grant,31,POR,PF,22,10,651,16.9,0.616,0.456,0.509,3.8,9.8,6.7,13.7,1.4,1.8,11.5,23.9,1.4,0.4,1.8,0.131,2.1,-0.7,1.4,0.6,
57,Neemias Queta,26,BOS,C,21,21,499,21.3,0.666,0.021,0.275,14.3,23,18.7,9.3,1.4,5.9,9.1,15.1,1.5,0.8,2.3,0.221,1.2,1.2,2.4,0.6,
58,Jaylon Tyson,23,CLE,SG,19,14,519,16.7,0.664,0.497,0.136,7.6,12.6,10,9.6,1.9,2.5,8.8,16.4,1.2,0.6,1.8,0.164,1.6,0.4,2,0.5,
59,Dru Smith,28,MIA,SG,23,0,393,15.1,0.567,0.448,0.267,5.9,10,8,21.5,3.8,1.4,15.1,15.8,0.4,0.7,1.2,0.141,-0.6,3.7,3.1,0.5,
60,Paolo Banchero,23,ORL,PF,13,13,413,18.5,0.571,0.247,0.608,3.2,26.3,14.8,18.7,1,2.3,12.3,27.1,0.4,0.7,1.1,0.127,1.5,1.3,2.8,0.5,
61,Naz Reid,26,MIN,C,22,0,562,16.2,0.575,0.524,0.122,5.3,19.5,12.5,13.5,2,3.3,11,21.8,0.5,0.9,1.4,0.116,0.5,1,1.5,0.5,
62,Mark Williams,24,PHO,C,19,16,474,22.6,0.685,0,0.423,14.6,25.7,20,6,2.7,3.2,11.1,17.5,1.4,0.8,2.2,0.224,1.6,0.6,2.2,0.5,
63,Craig Porter Jr.,25,CLE,PG,21,0,363,16,0.611,0.367,0.167,7.9,11.9,9.9,18.7,2.7,3.3,14.2,12.8,0.6,0.5,1.2,0.152,1,2.4,3.4,0.5,
64,Naji Marshall,28,DAL,SF,24,5,659,15.5,0.626,0.376,0.482,3.5,15.8,9.7,13.8,2,0.4,10.2,17,1.1,0.9,2,0.144,-0.5,1.4,0.9,0.5,
65,Josh Minott,23,BOS,PF,22,9,429,16.9,0.646,0.542,0.186,9.5,18,13.7,8.9,2,2.4,9.9,14.2,1,0.5,1.6,0.175,1.8,0.6,2.4,0.5,
66,Grayson Allen,30,PHO,SG,15,15,469,16.3,0.611,0.653,0.184,1.7,9.1,5.3,18.3,2.5,0.8,10.9,21.1,0.9,0.5,1.3,0.137,1.7,0.1,1.9,0.5,
67,Ajay Mitchell,23,OKC,SG,23,6,611,16.8,0.571,0.286,0.302,2.5,10.9,7,19.5,2.8,1,11.4,23.8,0.6,1.3,1.9,0.153,-0.3,1.4,1.1,0.5,
68,Jrue Holiday,35,POR,PG,12,12,401,17,0.565,0.512,0.151,4.1,13.2,8.4,37.3,2.2,0.7,16.5,21,0.6,0.3,0.9,0.112,2.6,-0.2,2.5,0.5,
69,Royce O'Neale,32,PHO,SF,23,19,684,11.9,0.592,0.824,0.049,3.1,17.6,10.2,13.1,2,0.7,12.9,14.7,0.7,0.8,1.5,0.102,0,0.6,0.6,0.4,
70,Ryan Rollins,23,MIL,PG,24,23,785,16.7,0.587,0.408,0.155,2.8,11.4,7.2,27.3,2.5,1,14.9,24,0.8,0.7,1.5,0.09,0.7,-0.4,0.3,0.4,
71,Alex Sarr,20,WAS,C,16,16,475,21.1,0.569,0.216,0.253,8.4,21.9,15.1,18.4,1.3,5.8,11.3,26.5,0.4,0.3,0.6,0.065,2.1,-0.4,1.7,0.4,
72,Jaime Jaquez Jr.,24,MIA,SF,22,0,641,15.6,0.564,0.128,0.278,5.1,15.3,10.4,24.3,1.2,0.8,13.6,21.9,0.6,0.8,1.4,0.109,-0.2,1,0.8,0.4,
73,Miles McBride,25,NYK,SG,19,9,518,13.3,0.621,0.684,0.126,2.7,8.3,5.4,12,1.2,0.8,7.1,15.9,1,0.4,1.4,0.132,1.6,-0.3,1.3,0.4,
74,Sandro Mamukelashvili,26,TOR,C,23,2,450,17.6,0.623,0.391,0.298,7.8,17,12.5,13.1,1.3,3.1,9.4,18.9,0.9,0.6,1.5,0.16,1.6,0.2,1.8,0.4,
75,Ryan Kalkbrenner,24,CHO,C,21,20,537,18.4,0.809,0.01,0.41,13.1,16.7,14.9,2.7,1.4,6.5,17.5,11.2,1.2,0.6,1.8,0.165,0.3,0.9,1.1,0.4,
76,Russell Westbrook,37,SAC,SF,22,16,620,15.1,0.524,0.448,0.212,6.2,22,13.8,35.7,2.1,0.4,20,24.3,-0.3,0.4,0.1,0.009,0.7,-0.1,0.7,0.4,
77,Ivica Zubac,28,LAC,C,23,23,748,19.6,0.626,0,0.213,12.3,28.3,20.4,13.6,0.7,2.7,13.1,19.7,1.4,0.6,2.1,0.132,1.2,-1,0.2,0.4,
78,Luke Kornet,30,SAS,C,14,9,349,17.3,0.703,0,0.516,12.4,14.6,13.5,12.8,0.6,5.9,11.6,10.5,1,0.4,1.4,0.199,1.3,1.5,2.8,0.4,
79,Paul Reed,26,DET,C,17,2,200,26.1,0.722,0.169,0.254,16.6,23.2,19.9,14.6,3.6,6.3,18.6,19.8,0.5,0.5,1,0.243,3.2,3,6.2,0.4,
80,Nickeil Alexander-Walker,27,ATL,SG,22,19,720,16.5,0.61,0.477,0.291,2.6,9.1,5.9,15.5,1.3,2.2,11.1,24.9,0.8,0.6,1.5,0.098,1.4,-1.1,0.3,0.4,
81,Harrison Barnes,33,SAS,PF,22,22,679,13.2,0.641,0.588,0.196,3.2,9.3,6.3,10,1.7,0.5,11.2,15.6,1,0.6,1.6,0.116,0.5,-0.2,0.3,0.4,
82,Duncan Robinson,31,DET,SF,21,21,675,11.6,0.624,0.794,0.161,1.5,8.8,5.2,8.4,1.6,1,6.6,13.8,1.1,0.7,1.8,0.128,0.1,0.2,0.3,0.4,
83,Cason Wallace,22,OKC,SG,22,22,622,11.2,0.551,0.552,0.079,3.2,8.5,6.1,10.9,3.6,1,12.3,13.6,0.2,1.4,1.6,0.124,-2.4,3,0.6,0.4,
84,Rudy Gobert,33,MIN,C,22,22,699,16.8,0.707,0,0.616,12.7,23.4,18.1,8.1,0.6,4.3,16.2,12.6,1.5,1,2.5,0.17,-0.3,0.5,0.2,0.4,
85,Steven Adams,32,HOU,C,17,5,371,19.1,0.599,0,0.56,25.4,21.8,23.5,8.8,1.6,3.4,16.9,12.5,0.9,0.7,1.6,0.204,1.9,0.1,2,0.4,
86,Donovan Clingan,21,POR,C,21,21,530,19.2,0.563,0.345,0.25,18.7,24.8,21.6,9.5,1.2,5,8.4,15.3,1.2,0.6,1.9,0.168,1.4,-0.5,0.9,0.4,
87,Tristan Da Silva,24,ORL,SF,23,10,545,13.1,0.589,0.539,0.135,4.1,13.9,9,7.1,1.7,1,9.3,17.2,0.5,0.7,1.2,0.104,0.4,0.4,0.8,0.4,
88,Davion Mitchell,27,MIA,PG,23,23,691,13.4,0.587,0.335,0.193,1.5,7.5,4.6,32.6,1.9,0.1,14.4,13.1,1.2,0.8,2,0.141,-1.1,1.2,0.2,0.4,
89,Anthony Davis,32,DAL,PF,9,9,263,22.5,0.551,0.149,0.299,11.3,26.1,18.8,19.9,1.8,4.7,10.1,27,0.2,0.5,0.7,0.136,2.2,1.5,3.7,0.4,
90,Keyonte George,22,UTA,PG,22,22,741,17.2,0.594,0.4,0.439,1.6,10.9,6.2,32.5,1.2,0.8,15.2,27.6,1.2,0.1,1.3,0.081,2.1,-2,0,0.4,
91,Saddiq Bey,26,NOP,SF,22,14,635,16.4,0.563,0.482,0.265,6.4,17.2,11.5,11.6,1.8,0.3,5.2,19,1.1,0.1,1.2,0.091,2,-1.6,0.4,0.4,
92,OG Anunoby,28,NYK,PF,13,13,396,15.9,0.599,0.523,0.187,5.1,14,9.4,9.5,2.8,2.1,12.5,20.2,0.4,0.6,1,0.118,0.9,0.8,1.7,0.4,
93,Jordan Walsh,21,BOS,PF,19,11,394,16.2,0.7,0.388,0.247,8.6,16.5,12.6,7.2,2.5,3.1,10.5,11.5,1,0.6,1.5,0.185,0.1,1.6,1.7,0.4,
94,Aaron Gordon,30,DEN,PF,13,13,368,20.4,0.676,0.409,0.39,6.2,16.8,11.8,6.5,1.3,0.7,9.1,23,1.1,0.3,1.4,0.177,4,-1.7,2.3,0.4,
95,Andrew Wiggins,30,MIA,SF,20,20,663,13.9,0.563,0.341,0.207,5,10.5,7.8,12,1.5,3.1,10.7,20.7,0.3,0.9,1.2,0.085,-0.5,0.7,0.3,0.4,
96,Kon Knueppel,20,CHO,SF,23,22,769,14.5,0.617,0.604,0.168,3.3,15.3,9.4,15.1,1.1,0.6,13.9,21.5,0.8,0.4,1.3,0.079,1.2,-1.3,0,0.4,
97,Nikola Vučević,35,CHI,C,21,21,645,16.9,0.579,0.368,0.137,8.4,24,16.5,16.4,1.2,0.9,11.2,21.3,0.7,0.6,1.3,0.099,0.9,-0.6,0.2,0.4,
98,Ausar Thompson,23,DET,SF,19,18,532,14.7,0.534,0.088,0.335,7.7,15.4,11.6,14.1,2.6,2.4,11.4,18.1,0.4,0.9,1.3,0.113,-1,1.7,0.7,0.4,
99,Jordan Goodwin,27,PHO,PG,20,2,406,15,0.524,0.474,0.077,10.2,14.3,12.2,14.6,3.5,0.7,12,18.8,0.3,0.6,0.9,0.105,0.3,1.3,1.5,0.4,
100,Robert Williams,28,POR,C,15,1,230,21.3,0.666,0.133,0.117,14.2,24.4,19.1,7.1,1.8,9.7,8.7,11.9,0.5,0.4,0.9,0.191,2.1,2.1,4.2,0.4,
101,Jay Huff,27,IND,C,23,7,420,15.8,0.569,0.681,0.181,6.3,14.5,10.2,10.5,0.6,11.8,9.3,17,0.4,0.5,0.9,0.105,-0.6,2,1.4,0.4,
102,Isaiah Joe,26,OKC,SG,17,0,397,15.9,0.667,0.796,0.265,2.7,10.2,6.7,9,1.2,0.8,8.9,19.7,0.9,0.7,1.5,0.184,2,-0.5,1.5,0.4,
103,LaMelo Ball,24,CHO,PG,16,16,463,18.1,0.507,0.495,0.235,4.5,18.9,11.8,49.2,1.9,0.6,14.8,32.5,0.3,0.4,0.7,0.07,2.1,-1.1,0.9,0.4,
104,T.J. McConnell,33,IND,PG,13,0,217,22,0.556,0.144,0.009,0.9,15.8,8.1,48.8,3.5,1.2,8.2,23.3,0.4,0.3,0.7,0.155,2.1,2.3,4.4,0.4,
105,RJ Barrett,25,TOR,SF,17,17,526,17.5,0.604,0.367,0.338,2.6,14.8,8.8,18.2,1.3,0.8,8.7,24,0.9,0.6,1.5,0.135,1.3,-0.7,0.6,0.3,
106,Myles Turner,29,MIL,C,24,24,693,14.7,0.583,0.608,0.28,4.4,18.9,11.7,8.5,1.5,5.5,9.1,18.2,0.6,0.8,1.4,0.096,-0.2,0.2,0,0.3,
107,Jaden McDaniels,25,MIN,PF,21,21,670,14.8,0.62,0.292,0.185,4.6,12.3,8.5,11.4,1.8,2.9,12.9,19,0.8,0.8,1.6,0.118,-0.7,0.7,0,0.3,
108,Wendell Carter Jr.,26,ORL,C,22,22,648,14.1,0.648,0.361,0.452,10.5,18.2,14.3,8.9,1,2.1,16,15.2,1.1,0.9,1.9,0.144,-0.6,0.7,0.1,0.3,
109,Moussa Diabaté,24,CHO,C,23,2,516,19.8,0.67,0,0.602,19,20.7,19.9,7.9,1.4,4,10.8,13.6,1.5,0.5,2.1,0.195,0.8,-0.2,0.5,0.3,
110,Jabari Smith Jr.,22,HOU,PF,19,19,626,13.6,0.574,0.468,0.273,4.8,16.2,10.7,7.3,1.1,2.3,8.5,17.7,1,0.9,1.9,0.144,-0.1,0.3,0.1,0.3,
111,Tre Jones,26,CHI,PG,17,11,486,17.2,0.641,0.179,0.579,2.5,9.2,5.9,23.5,2.8,0.7,13.7,17.4,1.1,0.4,1.5,0.146,-0.4,1.1,0.7,0.3,
112,Jarrett Allen,27,CLE,C,15,15,392,20.1,0.625,0.028,0.462,9.7,22.1,15.8,10.2,1.8,3,12.2,20.7,0.8,0.6,1.3,0.163,0.8,0.4,1.3,0.3,
113,Jakob Poeltl,30,TOR,C,17,17,446,17,0.703,0,0.433,12.7,22.2,17.5,12.3,1.5,2.2,17.4,14.2,0.9,0.7,1.6,0.173,-0.4,1.2,0.8,0.3,
114,Cedric Coward,22,MEM,SG,23,10,627,14.4,0.573,0.444,0.27,5.1,19.1,12.1,14.8,1.1,1.1,10.9,20.1,0.6,0.7,1.2,0.095,-0.1,0,-0.1,0.3,
